Title;Course_code;Credits;Period;Course_Level;Faculty;Course_Coordinator;Examiner;Teaching_Staff;Target_Audiences;Entry_Requirements;Course_Content;URL;;;;;;;;;
Greek 2: Language Acquisition and Reading;L_AABAOHW218;6 EC;P2;200;Dutch;Faculty of Humanities;dr. mr. R.J. Allan;dr. M. Buijs;Extra curricular course for VU students;NA;Zie de studiegidsbeschrijving van: Grieks en Latijn 2: taalverwerving en lectuur.;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAOHW218;;;;;;;;;
Grieks 2 Homerus;O_MSCHGR2;5 EC;P4;500;Dutch;Faculty of Behavioural and Movement Sc.;dr. R.J.J. Blankenborg;dr. R.J.J. Blankenborg;;NA;Volgt.;https://studiegids.vu.nl/en/courses/2024-2025/O_MSCHGR2;;;;;;;;;
Greek 3: Language Acquisition, Philosophical and Rhetorical Prose;L_AABAOHW220;6 EC;P4;200;Dutch;Faculty of Humanities;dr. E.M. van Opstall;dr. E.M. van Opstall;Extra curricular course for VU students;NA;Zie de het onderdeel Grieks in de studiegidsbeschrijving van: Grieks en Latijn 3: taalverwerving, filosofisch en retorisch proza.;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAOHW220;;;;;;;;;
Grieks 3 Euripides;O_MSCHGR3;5 EC;P5+6;500;Dutch;Faculty of Behavioural and Movement Sc.;dr. R.J.J. Blankenborg;dr. R.J.J. Blankenborg;;NA;Volgt.;https://studiegids.vu.nl/en/courses/2024-2025/O_MSCHGR3;;;;;;;;;
Greek and Latin Historiography 1;L_AABAGLT305;6 EC;P1;300;Dutch;Faculty of Humanities;dr. mr. R.J. Allan;;Extra curricular course for VU students;NA;Griekse historiografie: intensieve lectuur, op college en zelfstandig, van een lange passage of passages uit het werk van Herodotus; lectuur (in vertaling) van passages uit de Griekse historiografische traditie (b.v. Thucydides, Xenophon, Polybius, Cassius Dio); lectuur van secundaire literatuur (artikelen, hoofdstukken) over Griekse historiografie;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT305;;;;;;;
Greek and Latin Historiography 2;L_AABAGLT306;6 EC;P2;300;Dutch;Faculty of Humanities;dr. mr. R.J. Allan;;Extra curricular course for VU students;Als ingangsniveau van dit college wordt verondersteld dat de studenten Griekse en Latijnse Historiografie 1 hebben gevolgd.;Griekse historiografie: intensieve lectuur, op college en zelfstandig, van een lange passage of passages uit het werk van Herodotus en Thucydides; lectuur van secundaire literatuur (artikelen, hoofdstukken) over Griekse historiografie; vertaaltraining;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT306;;;;;;;
Greek Literature of Late Antiquity and the Middle Ages;L_AABAGLT215;6 EC;P5;200;Dutch;Faculty of Humanities;dr. N.M. Vos;dr. N.M. Vos;Extra curricular course for VU students;NA;Tijdens de werkcolleges staat het Boek van Syntipas de Filosoof centraal, een Griekse tekst uit de 11e eeuw na Chr. Het verhaal vertelt hoe een prins valselijk door zijn stiefmoeder wordt beschuldigd van aanranding en hoe hij uiteindelijk aan de doodstraf ontsnapt. We kennen het thema ook van bijvoorbeeld Jozef en Potifars vrouw uit de Bijbel en Phaedra en Hippolytus uit de klassieke tragedie. De aanklacht vormt het uitgangspunt van een Middeleeuwse bestseller, die eeuwenlang door het Nabije Oosten en Europa reisde. Taal en titel pasten zich iedere keer aan: zo was het Syntipas de Filosoof in het Grieks, de Zeven Viziers in het Arabisch, en de Zeven Wijzen van Rome in het Latijn. Ook de inhoud veranderde mee, afhankelijk van de culturele context. De tekst geeft een prachtig inkijkje in cultureel contact tussen Oost en West.;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT215;;;;;;;;;
Greek and Latin 2: Language Acquisition and Reading;L_AABAGLT114;6 EC;P2;100;Dutch;Faculty of Humanities;dr. P.S. Gerbrandy;dr. P.S. Gerbrandy;Extra curricular course for VU students;NA;Grieks:;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT114;;;;;;;;;
Greek and Latin 3: Language Acquisition, Philosophical and Rhetorical Prose;L_AABAGLT115;6 EC;P4;100;Dutch;Faculty of Humanities;dr. E.M. van Opstall;dr. E.M. van Opstall;Extra curricular course for VU students;NA;Je leest het grootste deel van Plato's Ion (in totaal ca. 14 OCT pagina’s) in het Grieks en de rest in vertaling.;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT115;;;;;;;;;
Greek Epic: Homer;L_AABAGLT212;6 EC;P1;200;Dutch;Faculty of Humanities;dr. E.M. van Opstall;dr. E.M. van Opstall;Extra curricular course for VU students;NA;Tijdens de colleges zullen passages uit Ilias XVIII worden behandeld, waarbij taalkundige en interpretatieve aspecten van het Homerische epos aan bod komen. Verder presenteer je met een groepje een artikel aan je medestudenten. Daarnaast vertaal je Ilias VI zelfstandig.;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT212;;;;;;;;;
Greek Linguistics;L_AABAGLT207;6 EC;P3;200;Dutch;Faculty of Humanities;dr. mr. R.J. Allan;dr. mr. R.J. Allan;Extra curricular course for VU students;NA;In het college zal een aantal centrale onderwerpen uit de Griekse taalkunde worden behandeld, zoals: historische grammatica, accentleer tijd-aspect, woordvolgorde en partikels. De student bestudeert de relevante (theoretische) taalkundige literatuur; oefent met het zelfstandig onderzoeken (interpreteren en analyseren) van Griekse teksten aan de hand van taalkundige theorieën; legt schriftelijk verslag van de tekstanalyse/onderzoek.;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT207;;;;;;;
Greek Tragedy;L_AABAGLT116;6 EC;P5;100;Dutch;Faculty of Humanities;dr. mr. R.J. Allan;;Extra curricular course for VU students;NA;Vergroting van de vertaalvaardigheid, en kennismaking met aspecten van de Griekse tragedie, aan de hand van de lectuur van een tragedie van Euripides. Er wordt aandacht besteed aan de literaire interpretatie, conventies van het genre, opvoeringsaspecten, de positie van Euripides’ toneel in de Griekse literaire traditie, en de latere receptie van het stuk, in het kader waarvan onder meer passages uit een Latijnse tragedie in vertaling worden gelezen. Verder raak je vertrouwd met het taaleigen en aspecten van de metriek van de Griekse tragedie.;https://studiegids.vu.nl/en/courses/2024-2025/L_AABAGLT116;;;;;;;;;
Greek I;G_BATHE3S201;6 EC;P1;100;Dutch;Faculty of Religion and Theology;K.A. Kuiper MA;K.A. Kuiper MA;Extra curricular course for VU students, Secondary subject for non-VU students, Open course;NA;In deze module legt de student een belangrijke basis voor de zelfstandige bestudering van de grondtaal van het Nieuwe Testament en van eventueel later te bestuderen vroegchristelijke, Joods-Hellenistische en pagane Griekse bronnen. Studenten leren het (Koinē) Grieks te beheersen door middel van zelfstudie van idioom, grammatica en leesteksten, door toelichting hierop tijdens de colleges, alsook door het maken, corrigeren en bespreken van lees-, vertaal- en oefenopdrachten. Er wordt gewerkt aan een basale kennis van morfologie, syntaxis en semantiek om zo zelfstandig eenvoudige zinnen te kunnen begrijpen en vertalen, en gegeven vertalingen te analyseren aan de hand van het Grieks. Daarnaast wordt aandacht besteed aan de verschillen tussen moderne vertalingen en interpretatiemogelijkheden van Bijbelgedeelten aan de hand van een aantal ‘exegetische dilemma’s’.;https://studiegids.vu.nl/en/courses/2024-2025/G_BATHE3S201;;;;;;;;;
Greek II;G_BATHE3S203;6 EC;P2;100;Dutch;Faculty of Religion and Theology;K.A. Kuiper MA;K.A. Kuiper MA;Extra curricular course for VU students, Secondary subject for non-VU students, Open course;NA;Voortbouwend op de module Grieks 1, biedt deze module de student een uitgebreider basis voor de zelfstandige bestudering van de grondtaal van het Nieuwe Testament en van eventueel later te bestuderen vroegchristelijke, Joods-Hellenistische en pagane Griekse bronnen. Studenten leren het (Koinē) Grieks te beheersen door middel van zelfstudie van idioom, grammatica en korte leesteksten, toelichting hierop tijdens de colleges, alsook door het maken, corrigeren en bespreken van lees-, vertaal- en oefenopdrachten. Er wordt gewerkt aan een gevorderde kennis van morfologie, syntaxis en semantiek om zo zelfstandig korte teksten met een hogere moeilijkheidsgraad te kunnen begrijpen en vertalen, en gegeven vertalingen te analyseren aan de hand van het Grieks. Daarnaast wordt aandacht besteed aan de verschillen tussen moderne vertalingen en interpretatiemogelijkheden van Bijbelgedeelten aan de hand van een aantal ‘exegetische dilemma’s’. Ook leren studenten in deze module het tekstkritisch apparaat van het NT vakkundig te lezen en gedane tekstkeuzes op een wetenschappelijke manier te expliciteren, onderbouwen of bekritiseren.;https://studiegids.vu.nl/en/courses/2024-2025/G_BATHE3S203;;;;;;;;;
Greek III;G_BATHE3S205;3 EC;P3;200;Dutch;Faculty of Religion and Theology;K.A. Kuiper MA;K.A. Kuiper MA;Extra curricular course for VU students, Secondary subject for non-VU students, Open course;NA;Voortbouwend op de module Grieks 2, biedt deze module de student een verregaande basis voor de zelfstandige bestudering van de grondtaal van het Nieuwe Testament en van eventueel later te bestuderen vroegchristelijke, Joods-Hellenistische en pagane Griekse bronnen. Studenten leren het (Koinē) Grieks te beheersen door middel van zelfstudie van idioom, grammatica en leesteksten, toelichting hierop tijdens de colleges, alsook door het maken, corrigeren en bespreken van vertaal- en oefenopdrachten. Er wordt gewerkt aan een gevorderde kennis van morfologie, syntaxis en semantiek om zo zelfstandig langere teksten met een hogere moeilijkheidsgraad te kunnen begrijpen en vertalen, en gegeven vertalingen te analyseren aan de hand van het Grieks. Daarnaast wordt aandacht besteed aan de verschillen tussen moderne vertalingen en interpretatiemogelijkheden van Bijbelgedeelten aan de hand van een paar ‘exegetische dilemma’s’.;https://studiegids.vu.nl/en/courses/2024-2025/G_BATHE3S205;;;;;;;;;
Growth and Development;T_M1GROEIONT;5 EC;Ac. Year (September);400;Dutch;ACTA;prof. dr. A.D. Bakker;prof. dr. A.D. Bakker;;Het vak Groei en Ontwikkeling bouwt voort op de reeds opgedane kennis van cellen en weefsels, de moleculaire biologie (het is aan te bevelen de syllabus van Moleculair Biologische Processen nog eens door te lezen) en embryologie/Functionele anatomie uit de bachelor opleiding tandheelkunde.;In dit blok komt basale kennis over celbiologie en embryologie (hoe onstaan de weefsels en structuren van het orofaciale gebied?) samen met pathologie (wat als er iets fout gaat in de groei en ontwikkeling?). Bij het onderdeel pathologie komen onder andere de volgende onderwerpen aan bod: Malocclusies, numerieke en morfologische elementafwijkingen en structuurstoornissen van tandweefsels. Vervolgens wordt er binnen het blok Groei en Ontwikkeling aandacht besteedt aan de tandheelkundige praktijk bij de onderdelen radiologie (hoe breng je verstoringen in de groei en ontwikkeling in beeld, en hoe stel je een diagnose?) en orthodontie (hoe behandel je afwijkingen in stand van de elementen, ontstaan tijdens de groei en ontwikkeling?).;https://studiegids.vu.nl/en/courses/2024-2025/T_M1GROEIONT;;;;;;;;;
